date,code,close,high,low,volume,topix_close
2025-03-13,90001,1825.4,1836.9,1819.6,170634,2599.97
2025-03-14,90001,1825.3,1850.9,1782.0,199420,2601.67
2025-03-17,90001,1830.8,1854.2,1810.6,130111,2606.84
2025-03-18,90001,1817.5,1832.0,1775.2,153658,2617.39
2025-03-19,90001,1792.0,1797.4,1764.5,182252,2595.25
2025-03-20,90001,1759.2,1782.2,1755.5,338178,2590.93
2025-03-21,90001,1741.9,1783.8,1736.9,175879,2584.27
2025-03-24,90001,1735.0,1764.5,1704.4,275256,2575.03
2025-03-25,90001,1730.8,1753.9,1704.9,182220,2571.42
2025-03-26,90001,1761.5,1769.5,1756.9,239944,2595.24
2025-03-27,90001,1779.5,1793.3,1745.5,209377,2582.44
2025-03-28,90001,1764.4,1779.9,1726.3,298627,2598.13
2025-03-31,90001,1770.3,1805.0,1746.5,182444,2572.68
2025-04-01,90001,1764.1,1803.2,1741.7,126880,2568.15
2025-04-02,90001,1759.9,1800.0,1756.2,135632,2571.3
2025-04-03,90001,1763.2,1806.6,1727.8,182631,2581.01
2025-04-04,90001,1773.4,1817.0,1756.3,142089,2592.7
2025-04-07,90001,1768.3,1810.6,1729.0,253966,2605.72
2025-04-08,90001,1785.6,1792.1,1766.7,186906,2600.92
2025-04-09,90001,1767.7,1776.8,1741.2,505091,2594.37
2025-04-10,90001,1768.1,1784.0,1753.6,119752,2608.41
2025-04-11,90001,1810.2,1836.9,1799.9,236252,2606.07
2025-04-14,90001,1814.2,1821.9,1778.2,148241,2586.84
2025-04-15,90001,1838.1,1877.5,1813.4,185107,2569.95
2025-04-16,90001,1839.9,1869.7,1813.5,231163,2556.45
2025-04-17,90001,1849.9,1876.7,1805.1,97489,2564.73
2025-04-18,90001,1849.3,1860.0,1804.6,239012,2567.57
2025-04-21,90001,1846.8,1861.2,1806.8,428223,2578.87
2025-04-22,90001,1834.2,1844.6,1822.6,187714,2572.91
2025-04-23,90001,1841.7,1881.4,1812.8,240942,2576.0
2025-04-24,90001,1827.9,1856.1,1787.4,314929,2586.34
2025-04-25,90001,1839.2,1874.0,1819.7,207730,2582.19
2025-04-28,90001,1857.6,1874.0,1849.6,179520,2589.92
2025-04-29,90001,1864.1,1883.7,1825.6,99198,2580.3
2025-04-30,90001,1859.6,1880.7,1835.3,275331,2575.33
2025-05-01,90001,1867.6,1904.0,1839.6,211456,2570.08
2025-05-02,90001,1862.7,1899.6,1816.9,154344,2552.34
2025-05-05,90001,1878.8,1891.5,1848.8,229967,2560.45
2025-05-06,90001,1848.5,1892.2,1826.7,179350,2553.89
2025-05-07,90001,1843.2,1852.0,1823.8,182852,2554.72
2025-05-08,90001,1810.8,1851.7,1789.8,272007,2562.74
2025-05-09,90001,1786.9,1794.6,1778.5,137716,2570.26
2025-05-12,90001,1809.3,1823.9,1772.6,317407,2581.18
2025-05-13,90001,1824.3,1863.4,1785.5,134886,2580.31
2025-05-14,90001,1812.8,1823.9,1797.3,174457,2574.4
2025-05-15,90001,1788.8,1809.4,1772.7,431237,2573.82
2025-05-16,90001,1742.0,1763.5,1703.5,326425,2548.53
2025-05-19,90001,1733.8,1747.1,1729.4,227645,2527.13
2025-05-20,90001,1772.3,1804.8,1747.6,158292,2507.78
2025-05-21,90001,1779.6,1818.0,1757.1,182798,2493.44
2025-05-22,90001,1771.0,1810.2,1739.3,225715,2500.05
2025-05-23,90001,1778.7,1796.2,1768.5,222908,2487.13
2025-05-26,90001,1754.2,1779.2,1723.8,213113,2482.11
2025-05-27,90001,1749.9,1763.4,1731.2,217638,2502.16
2025-05-28,90001,1751.7,1765.1,1723.3,204097,2497.44
2025-05-29,90001,1750.7,1760.7,1745.6,132812,2509.15
2025-05-30,90001,1763.5,1805.2,1741.3,183616,2495.75
2025-06-02,90001,1769.3,1809.0,1744.5,303003,2493.3
2025-06-03,90001,1780.3,1815.7,1768.0,136279,2479.75
2025-06-04,90001,1769.6,1794.3,1760.4,205877,2475.33
2025-06-05,90001,1784.3,1808.0,1773.0,165126,2488.47
2025-06-06,90001,1811.0,1836.7,1793.0,228743,2463.42
2025-06-09,90001,1795.6,1821.3,1788.0,192021,2470.47
2025-06-10,90001,1781.6,1803.0,1739.2,368969,2474.62
2025-06-11,90001,1803.5,1812.6,1783.1,262678,2466.43
2025-06-12,90001,1800.7,1809.5,1763.6,139003,2445.73
2025-06-13,90001,1823.9,1867.5,1779.4,278260,2447.4
2025-06-16,90001,1817.0,1840.8,1810.0,167754,2440.25
2025-06-17,90001,1841.3,1885.3,1810.0,179770,2444.27
2025-06-18,90001,1843.8,1854.4,1803.2,245541,2445.2
2025-06-19,90001,1848.4,1875.7,1817.8,185214,2469.43
2025-06-20,90001,1875.0,1887.7,1852.7,300704,2466.5
2025-06-23,90001,1869.2,1883.8,1846.9,167762,2452.02
2025-06-24,90001,1853.8,1858.8,1848.5,177149,2455.27
2025-06-25,90001,1846.6,1855.4,1820.2,174844,2459.13
2025-06-26,90001,1854.5,1897.3,1808.4,180486,2479.88
2025-06-27,90001,1828.9,1846.1,1784.9,323223,2492.96
2025-06-30,90001,1839.7,1869.2,1834.4,274158,2498.93
2025-07-01,90001,1831.2,1854.4,1797.8,400257,2521.6
2025-07-02,90001,1850.5,1871.3,1834.0,486532,2504.3
2025-07-03,90001,1811.4,1837.2,1770.2,153373,2495.33
2025-07-04,90001,1798.9,1810.3,1793.5,225489,2482.12
2025-07-07,90001,1772.2,1816.0,1730.5,145759,2476.94
2025-07-08,90001,1759.4,1796.0,1721.9,167580,2457.18
2025-07-09,90001,1763.6,1797.2,1755.3,176460,2467.18
2025-07-10,90001,1761.1,1783.6,1755.1,151960,2464.5
2025-07-11,90001,1757.4,1767.1,1720.1,152241,2443.46
2025-07-14,90001,1755.2,1795.9,1745.4,209165,2429.23
2025-07-15,90001,1758.7,1776.0,1733.6,143706,2434.41
2025-07-16,90001,1743.1,1748.6,1702.9,295412,2447.29
2025-07-17,90001,1754.6,1771.9,1728.2,159559,2477.41
2025-07-18,90001,1765.4,1801.2,1745.7,588146,2521.73
2025-07-21,90001,1771.8,1800.8,1750.2,187849,2528.64
2025-07-22,90001,1781.1,1815.4,1774.9,225615,2514.3
2025-07-23,90001,1786.1,1822.3,1742.8,139806,2482.96
2025-07-24,90001,1819.5,1832.0,1802.8,399718,2487.58
2025-07-25,90001,1818.4,1860.6,1806.8,325529,2476.09
2025-07-28,90001,1813.7,1835.6,1798.1,244092,2470.55
2025-07-29,90001,1801.8,1831.8,1758.2,137310,2462.11
2025-07-30,90001,1785.4,1789.1,1778.0,236834,2460.64
2025-07-31,90001,1765.8,1809.7,1727.1,148580,2477.05
2025-08-01,90001,1752.1,1766.9,1720.1,367033,2480.0
2025-08-04,90001,1751.3,1757.3,1714.4,292026,2478.26
2025-08-05,90001,1756.9,1778.9,1713.9,227472,2463.53
2025-08-06,90001,1758.0,1766.7,1720.4,93774,2439.51
2025-08-07,90001,1746.3,1755.9,1704.9,155933,2433.01
2025-08-08,90001,1760.8,1789.9,1752.1,279875,2432.83
2025-08-11,90001,1772.8,1792.4,1736.9,336344,2459.39
2025-08-12,90001,1770.6,1811.7,1744.9,324354,2461.93
2025-08-13,90001,1760.6,1777.0,1735.0,126017,2477.11
2025-08-14,90001,1769.6,1802.7,1729.5,244489,2470.32
2025-08-15,90001,1772.9,1795.3,1729.7,313894,2453.43
2025-08-18,90001,1750.3,1780.3,1718.4,123126,2439.87
2025-08-19,90001,1749.5,1777.1,1726.6,219392,2429.89
2025-08-20,90001,1754.0,1776.5,1732.0,242129,2461.73
2025-08-21,90001,1740.1,1781.6,1721.2,198018,2450.24
2025-08-22,90001,1743.4,1760.6,1725.4,115050,2463.22
2025-08-25,90001,1721.0,1731.5,1702.1,196297,2450.52
2025-08-26,90001,1742.2,1772.8,1735.1,196187,2464.87
2025-08-27,90001,1762.2,1800.0,1755.5,208888,2471.19
2025-08-28,90001,1758.5,1763.6,1723.4,180623,2469.48
2025-08-29,90001,1764.6,1786.4,1742.9,188401,2469.5
2025-09-01,90001,1727.0,1765.9,1686.6,216963,2460.43
2025-09-02,90001,1709.5,1742.3,1682.0,256848,2467.64
2025-09-03,90001,1705.2,1747.6,1700.5,197764,2461.53
2025-09-04,90001,1689.2,1713.2,1679.7,190613,2444.1
2025-09-05,90001,1700.4,1729.6,1688.9,227227,2426.04
2025-09-08,90001,1731.5,1747.0,1689.2,112314,2429.16
2025-09-09,90001,1713.6,1754.4,1701.6,259976,2452.9
2025-09-10,90001,1701.0,1718.8,1677.5,219956,2455.87
2025-09-11,90001,1705.0,1737.3,1664.8,223077,2454.74
2025-09-12,90001,1730.2,1749.7,1687.8,307933,2459.56
2025-09-15,90001,1711.5,1737.1,1698.8,111067,2479.53
2025-09-16,90001,1715.7,1747.5,1710.3,110253,2483.42
2025-09-17,90001,1744.4,1768.3,1734.7,242126,2477.92
2025-09-18,90001,1718.9,1758.2,1713.0,219452,2495.05
2025-09-19,90001,1699.5,1719.3,1688.5,233501,2502.1
2025-09-22,90001,1693.4,1722.0,1667.8,187144,2525.9
2025-09-23,90001,1685.8,1702.4,1647.0,277591,2529.31
2025-09-24,90001,1698.4,1717.8,1674.1,304920,2511.42
2025-09-25,90001,1702.4,1723.1,1674.5,260609,2491.51
2025-09-26,90001,1675.8,1684.0,1664.6,200805,2516.94
2025-09-29,90001,1683.9,1690.8,1649.5,105207,2543.74
2025-09-30,90001,1675.4,1704.5,1648.3,287971,2541.64
2025-10-01,90001,1695.1,1724.0,1658.0,337387,2536.44
2025-10-02,90001,1685.8,1714.9,1645.7,275675,2559.42
2025-10-03,90001,1676.5,1680.6,1659.7,161701,2543.11
2025-10-06,90001,1685.0,1701.0,1678.1,278510,2530.13
2025-10-07,90001,1696.9,1708.0,1684.7,297321,2540.55
2025-10-08,90001,1704.1,1738.0,1683.5,379636,2535.17
2025-10-09,90001,1678.7,1715.3,1638.8,161901,2535.73
2025-10-10,90001,1687.2,1700.1,1669.1,203236,2533.88
2025-10-13,90001,1671.8,1700.8,1638.8,285765,2539.65
2025-10-14,90001,1675.7,1684.0,1651.5,224465,2561.83
2025-10-15,90001,1654.6,1668.4,1644.4,148794,2563.86
2025-10-16,90001,1661.6,1670.2,1646.0,254358,2574.43
2025-10-17,90001,1649.9,1663.9,1621.8,269389,2543.59
2025-10-20,90001,1631.2,1659.8,1602.7,226878,2543.48
2025-10-21,90001,1642.0,1679.7,1622.3,237574,2531.28
2025-10-22,90001,1645.9,1656.9,1634.0,200954,2513.46
2025-10-23,90001,1637.1,1660.8,1606.7,369084,2500.88
2025-10-24,90001,1659.0,1689.0,1649.2,160514,2496.5
2025-10-27,90001,1652.7,1692.2,1613.8,179121,2510.88
2025-10-28,90001,1653.5,1680.0,1643.0,220847,2491.6
2025-10-29,90001,1657.8,1670.8,1650.4,299244,2492.68
2025-10-30,90001,1648.8,1675.9,1626.7,130261,2486.07
2025-10-31,90001,1656.1,1671.7,1633.0,139076,2481.81
2025-11-03,90001,1648.5,1688.8,1625.9,107815,2497.41
2025-11-04,90001,1642.7,1661.1,1622.9,222531,2506.11
2025-11-05,90001,1663.3,1692.8,1621.9,148743,2526.94
2025-11-06,90001,1648.1,1652.2,1626.3,192295,2525.23
2025-11-07,90001,1613.0,1631.0,1592.0,277302,2515.33
2025-11-10,90001,1636.8,1673.0,1617.7,175754,2512.58
2025-11-11,90001,1675.1,1702.0,1669.2,238549,2516.87
2025-11-12,90001,1669.3,1689.7,1643.2,198117,2520.17
2025-11-13,90001,1640.8,1679.4,1628.9,278346,2504.45
2025-11-14,90001,1636.5,1671.9,1609.2,259802,2506.44
2025-11-17,90001,1632.6,1647.9,1627.4,172681,2510.5
2025-11-18,90001,1630.1,1653.7,1590.0,207389,2549.35
2025-11-19,90001,1614.1,1635.5,1593.5,317011,2578.86
2025-11-20,90001,1622.8,1649.7,1586.1,252474,2566.33
2025-11-21,90001,1630.8,1646.6,1609.7,134921,2562.55
2025-11-24,90001,1609.3,1621.6,1603.9,276744,2540.79
2025-11-25,90001,1619.8,1657.0,1585.9,150507,2532.43
2025-11-26,90001,1650.3,1688.6,1622.3,360685,2537.86
2025-11-27,90001,1653.1,1688.5,1620.1,314839,2556.93
2025-11-28,90001,1648.4,1688.8,1628.9,243492,2546.41
2025-12-01,90001,1646.6,1678.1,1619.1,232446,2537.07
2025-12-02,90001,1656.0,1688.5,1620.1,204479,2505.22
2025-12-03,90001,1630.7,1662.6,1603.8,278971,2503.4
2025-12-04,90001,1633.4,1654.8,1617.1,193224,2488.11
2025-12-05,90001,1628.0,1648.3,1599.9,238907,2480.84
2025-12-08,90001,1655.6,1668.1,1626.7,298510,2468.44
2025-12-09,90001,1653.3,1681.1,1613.5,180728,2467.66
2025-12-10,90001,1678.6,1693.1,1660.9,177320,2442.38
2025-12-11,90001,1662.3,1675.5,1642.7,144835,2421.59
2025-12-12,90001,1671.4,1697.3,1636.9,151572,2453.33
2025-12-15,90001,1676.5,1695.7,1653.7,116011,2435.06
2025-12-16,90001,1663.8,1675.5,1632.3,284026,2419.7
2025-12-17,90001,1666.7,1701.3,1645.8,414365,2447.13
2025-12-18,90001,1685.3,1722.1,1673.6,362307,2490.78
2025-12-19,90001,1680.7,1690.6,1648.6,124523,2473.95
2025-12-22,90001,1655.6,1659.2,1647.3,283532,2469.1
2025-12-23,90001,1655.7,1671.8,1644.8,361898,2474.79
2025-12-24,90001,1642.6,1676.0,1615.6,187493,2501.22
2025-12-25,90001,1637.8,1672.7,1606.4,227951,2487.07
2025-12-26,90001,1636.9,1645.4,1599.9,108947,2484.04
2025-12-29,90001,1612.2,1644.2,1598.9,241527,2496.27
2025-12-30,90001,1589.3,1596.7,1582.0,151620,2503.42
2025-12-31,90001,1596.5,1614.0,1558.2,235921,2498.4
2026-01-01,90001,1589.2,1628.9,1580.4,127384,2497.02
2026-01-02,90001,1553.3,1563.3,1543.1,266035,2477.12
2026-01-05,90001,1564.6,1573.2,1550.9,314884,2474.2
2026-01-06,90001,1568.7,1587.1,1546.4,167254,2470.87
2026-01-07,90001,1558.9,1584.2,1524.1,147777,2474.93
2026-01-08,90001,1540.8,1577.0,1510.8,103442,2467.32
2026-01-09,90001,1552.7,1590.9,1524.3,200413,2474.93
2026-01-12,90001,1557.9,1563.5,1548.5,179481,2490.63
2026-01-13,90001,1592.0,1600.2,1575.7,127838,2493.58
2026-01-14,90001,1598.3,1630.5,1577.5,257800,2499.47
2026-01-15,90001,1604.2,1617.4,1595.5,187942,2500.9
2026-01-16,90001,1602.0,1637.8,1588.8,150975,2501.52
2026-01-19,90001,1614.1,1642.0,1599.5,181186,2491.34
2026-01-20,90001,1623.5,1631.0,1615.5,320084,2496.7
2026-01-21,90001,1642.2,1677.0,1618.2,271688,2495.87
2026-01-22,90001,1634.8,1644.7,1605.1,210212,2528.04
2026-01-23,90001,1628.7,1647.9,1622.9,273230,2552.66
2026-01-26,90001,1622.0,1645.9,1600.8,146541,2559.21
2026-01-27,90001,1633.9,1656.0,1601.2,222506,2548.16
2026-01-28,90001,1656.4,1685.8,1624.6,231641,2531.84
2026-01-29,90001,1649.9,1677.9,1615.6,186640,2550.64
2026-01-30,90001,1643.9,1684.7,1623.6,256220,2555.3
2026-02-02,90001,1187.1,1216.8,1162.4,167415,2563.31
2026-02-03,90001,1184.7,1201.2,1175.8,262976,2537.26
2026-02-04,90001,1195.1,1200.1,1182.8,266874,2552.05
2026-02-05,90001,1171.4,1193.3,1164.3,79251,2559.66
2026-02-06,90001,1162.9,1191.4,1148.1,333697,2543.3
2026-02-09,90001,1155.0,1165.7,1142.2,75713,2536.75
2026-02-10,90001,1131.3,1145.5,1122.8,177329,2541.4
2026-02-11,90001,1121.7,1134.9,1100.1,314976,2542.84
2026-02-12,90001,1112.7,1116.3,1102.5,196876,2539.02
2026-02-13,90001,1110.9,1130.3,1101.7,131691,2538.08
2026-02-16,90001,1122.3,1133.7,1116.7,150027,2534.87
2026-02-17,90001,1120.0,1142.5,1106.5,315148,2537.83
2026-02-18,90001,1109.9,1133.3,1099.9,112291,2560.98
2026-02-19,90001,1109.5,1132.7,1097.9,326612,2522.47
2026-02-20,90001,1120.2,1133.2,1111.9,215797,2519.52
2026-02-23,90001,1110.6,1121.1,1088.9,144935,2522.82
2026-02-24,90001,1101.8,1123.0,1076.0,179385,2527.93
2026-02-25,90001,1107.5,1130.2,1092.6,154099,2522.93
2026-02-26,90001,1105.5,1120.2,1087.0,297914,2497.1
2026-02-27,90001,1112.2,1137.2,1087.8,284285,2502.65
2026-03-02,90001,1112.2,1118.1,1084.5,120532,2529.35
2026-03-03,90001,1119.5,1144.4,1101.5,191018,2506.81
2026-03-04,90001,1109.3,1114.0,1084.4,162635,2520.46
2026-03-05,90001,1109.4,1115.5,1084.0,345971,2516.13
2026-03-06,90001,1107.5,1123.3,1085.1,137152,2515.83
2026-03-09,90001,1095.6,1099.5,1081.8,385718,2500.61
2026-03-10,90001,1080.5,1084.0,1076.3,217451,2496.22
2026-03-11,90001,1087.4,1089.6,1084.8,146489,2516.4
2026-03-12,90001,1084.2,1097.2,1070.1,173570,2525.84
2026-03-13,90001,1074.4,1095.7,1060.1,166178,2552.87
2026-03-16,90001,1073.7,1076.7,1061.5,140824,2571.61
2026-03-17,90001,1084.8,1103.3,1068.5,227424,2579.04
2026-03-18,90001,1063.0,1085.2,1047.4,143144,2606.82
2026-03-19,90001,1049.0,1055.1,1026.7,102565,2614.35
2026-03-20,90001,1040.5,1046.1,1035.8,192624,2628.03
2026-03-23,90001,1054.4,1077.4,1046.9,117053,2624.01
2026-03-24,90001,1057.3,1079.4,1035.9,169079,2625.72
2026-03-25,90001,1064.8,1080.2,1041.9,160042,2615.41
2026-03-26,90001,1054.1,1076.1,1027.9,162179,2631.64
2026-03-27,90001,1043.8,1048.1,1020.7,443174,2613.75
2026-03-30,90001,1048.2,1059.8,1024.6,224386,2626.71
2026-03-31,90001,1048.9,1068.8,1039.2,239728,2624.36
2026-04-01,90001,1054.3,1062.6,1042.4,118142,2643.53
2026-04-02,90001,1052.7,1073.0,1044.1,174992,2656.13
2026-04-03,90001,1055.5,1069.9,1038.7,237218,2685.97
2026-04-06,90001,1057.2,1077.6,1032.3,153706,2698.45
2026-04-07,90001,1064.8,1078.4,1054.3,302308,2673.79
2026-04-08,90001,1072.8,1084.0,1056.9,144413,2673.38
2026-04-09,90001,1057.5,1064.9,1048.1,199018,2655.31
2026-04-10,90001,1036.5,1043.5,1030.4,179201,2647.73
2026-04-13,90001,1046.1,1066.2,1039.3,233023,2672.52
2026-04-14,90001,1057.5,1062.5,1054.0,175819,2683.43
2026-04-15,90001,1048.0,1052.2,1023.0,200099,2672.87
2026-04-16,90001,1030.8,1037.0,1019.2,202549,2657.32
2026-04-17,90001,1031.9,1038.1,1010.0,170134,2658.51
2026-04-20,90001,1040.8,1062.6,1022.4,260710,2639.84
2026-04-21,90001,1057.9,1069.7,1051.1,239143,2629.88
2026-04-22,90001,1063.0,1089.4,1056.6,213281,2635.47
2026-04-23,90001,1059.7,1065.2,1037.8,189230,2654.47
2026-04-24,90001,1051.4,1069.3,1042.9,290736,2664.85
2026-04-27,90001,1051.7,1064.7,1027.5,202570,2629.12
2026-04-28,90001,1049.1,1060.6,1043.6,197607,2634.58
2026-04-29,90001,1039.7,1062.7,1021.4,228210,2636.38
2026-04-30,90001,1059.2,1085.1,1037.3,398390,2643.6
2026-05-01,90001,1076.6,1100.4,1068.6,137620,2670.02
2026-05-04,90001,1089.2,1096.2,1080.1,288033,2637.83
2026-05-05,90001,1081.7,1089.4,1055.6,113410,2629.15
2026-05-06,90001,1091.6,1110.3,1082.8,237382,2639.15
2026-05-07,90001,1099.5,1109.0,1086.4,381803,2614.88
2026-05-08,90001,1105.4,1126.3,1092.2,261036,2638.8
2026-05-11,90001,1119.5,1136.3,1110.7,233538,2645.3
2026-05-12,90001,1127.5,1144.0,1105.1,180814,2659.43
2026-05-13,90001,1136.6,1160.5,1114.1,222403,2651.0
2026-05-14,90001,1144.7,1165.7,1132.5,201422,2664.64
2026-05-15,90001,965.8,968.4,945.4,167090,2682.45
2026-05-18,90001,951.8,954.8,945.3,198774,2686.87
2026-05-19,90001,953.8,968.9,951.9,235818,2691.33
2026-05-20,90001,950.5,963.0,936.0,168191,2696.37
2026-05-21,90001,940.8,948.4,917.4,165907,2683.11
2026-05-22,90001,956.5,967.7,953.7,136666,2681.41
2026-05-25,90001,972.9,991.8,966.3,252240,2679.62
2026-05-26,90001,986.2,1006.9,972.5,266264,2686.47
2026-05-27,90001,989.9,1004.6,969.4,238580,2703.31
2026-05-28,90001,1003.4,1014.2,999.3,308412,2686.86
2026-05-29,90001,1004.8,1013.1,993.7,226870,2685.52
2026-06-01,90001,1008.1,1022.2,988.8,252353,2710.17
2026-06-02,90001,999.6,1008.8,989.0,244684,2698.78
2026-06-03,90001,1004.6,1019.6,998.2,213063,2686.17
2026-06-04,90001,1006.5,1024.1,999.9,182698,2690.11
2026-06-05,90001,996.1,999.6,984.7,477508,2704.45
2026-06-08,90001,997.0,999.0,984.1,187812,2705.31
2026-06-09,90001,997.7,1004.6,975.9,174263,2727.65
2026-06-10,90001,1015.3,1038.2,998.3,256090,2742.39
2026-06-11,90001,1025.0,1042.2,1006.6,240273,2756.97
2026-06-12,90001,1026.4,1032.5,1001.2,134551,2766.84
2026-06-15,90001,1030.2,1053.3,1018.3,325891,2806.46
2026-06-16,90001,1031.9,1045.2,1020.3,212865,2803.7
2026-06-17,90001,1031.5,1044.9,1007.5,149127,2770.89
2026-06-18,90001,1022.9,1046.9,1015.1,333519,2798.39
2026-06-19,90001,1022.9,1026.3,1003.6,273859,2791.42
2026-06-22,90001,1017.4,1024.5,997.8,141321,2793.92
2026-06-23,90001,1007.4,1023.0,1003.1,409788,2816.67
2026-06-24,90001,1013.4,1020.0,1000.4,277052,2790.42
2026-06-25,90001,1018.3,1036.3,1011.6,219216,2770.23
2026-06-26,90001,1003.5,1010.4,997.2,383831,2744.43
2026-06-29,90001,1003.7,1008.0,991.0,232614,2732.07
2026-06-30,90001,1014.1,1021.0,1005.4,217848,2739.97
2026-07-01,90001,1025.2,1037.2,1004.4,174604,2749.29
2026-07-02,90001,1036.1,1042.4,1012.5,269690,2754.54
2026-07-03,90001,1037.9,1043.2,1016.7,259936,2731.97
2026-07-06,90001,1031.4,1053.9,1023.0,221133,2695.04
2026-07-07,90001,1022.8,1032.4,1014.3,166856,2696.59
2026-07-08,90001,1027.3,1037.9,1019.3,230235,2689.64
2026-07-09,90001,1032.3,1035.6,1027.0,214690,2697.74
2026-07-10,90001,1045.6,1056.4,1020.9,137952,2709.8
2026-07-13,90001,1057.5,1066.0,1045.5,131432,2712.73
2026-07-14,90001,1057.6,1074.6,1050.1,268119,2725.81
2026-07-15,90001,1047.2,1054.3,1024.8,88496,2730.24
2026-07-16,90001,1045.6,1069.1,1034.0,236399,2739.62
2026-07-17,90001,1049.1,1073.6,1046.1,186102,2728.75
2026-07-20,90001,1048.6,1053.1,1042.6,347760,2726.49
2026-07-21,90001,1044.5,1049.2,1027.1,185103,2730.39
2026-07-22,90001,1048.3,1053.2,1027.3,277119,2744.56
2026-07-23,90001,1045.0,1061.9,1037.8,191465,2738.76
2026-07-24,90001,1040.4,1045.5,1016.4,228935,2748.03
2026-07-27,90001,1044.7,1067.3,1022.2,284724,2744.33
2026-07-28,90001,1042.4,1062.5,1019.9,187116,2743.09
2026-07-29,90001,1046.1,1067.8,1038.5,311818,2757.46
2026-07-30,90001,1050.0,1064.8,1046.6,155373,2725.36
2026-07-31,90001,1040.7,1066.5,1017.8,243894,2704.92
2025-01-06,90002,1415.8,1427.6,1398.1,112224,2505.2
2025-01-07,90002,1427.2,1431.8,1419.2,244271,2490.24
2025-01-08,90002,1460.6,1495.1,1449.4,192096,2502.1
2025-01-09,90002,1447.4,1481.5,1416.1,269141,2516.89
2025-01-10,90002,1423.8,1444.1,1419.9,177203,2488.22
2025-01-13,90002,1407.1,1430.7,1381.4,110073,2469.48
2025-01-14,90002,1418.5,1436.4,1383.0,252421,2471.99
2025-01-15,90002,1427.1,1443.8,1424.0,158115,2467.92
2025-01-16,90002,1429.1,1435.9,1420.9,202888,2468.29
2025-01-17,90002,1410.1,1416.1,1385.4,143501,2456.3
2025-01-20,90002,1423.3,1433.8,1418.5,320045,2469.91
2025-01-21,90002,1402.7,1432.5,1380.9,132443,2482.09
2025-01-22,90002,1422.5,1430.2,1397.3,159949,2483.69
2025-01-23,90002,1472.3,1483.0,1449.5,186898,2501.17
